,ibmqx2,ibmq_ourense,ibmq_valencia,ibmq_16_melbourne,ibmq_vigo,ibmq_armonk
0,7642,8109,8145,8133,8143,7826
1,885,598,332,713,194,524
2,7567,8062,8132,8154,8129,7812
3,904,657,335,741,212,531
4,7514,8000,8101,8106,8122,7799
5,972,725,410,703,243,561
6,7355,7943,8096,8100,8092,7742
7,1035,854,407,760,243,619
8,7261,7829,8065,8061,8049,7638
9,1109,986,392,770,314,688
10,7021,7757,8043,8027,7984,7545
11,1225,1009,458,727,365,838
12,6763,7623,8003,8050,7993,7519
13,1278,1184,452,764,407,909
14,6444,7490,7964,8002,7866,7296
15,1412,1302,526,863,497,1100
16,6215,7404,7912,8008,7811,7143
17,1516,1320,579,819,560,1260
18,5933,7277,7886,7975,7686,7031
19,1630,1450,627,843,603,1458
20,5539,7125,7857,7934,7593,6871
21,1748,1602,650,883,778,1602
22,5303,7040,7738,7949,7503,6730
23,1871,1711,773,888,864,1779
24,4888,6967,7704,7936,7392,6503
25,1931,1808,791,933,972,1914
26,4690,6819,7657,7881,7271,6345
27,2065,1900,873,897,1091,2050
28,4400,6674,7585,7865,7120,6081
29,2139,2050,944,963,1235,2305
30,4200,6644,7533,7894,7018,5896
31,2311,2177,955,986,1380,2606
32,3916,6414,7452,7877,6955,5687
33,2241,2334,1074,1004,1449,2802
34,3720,6358,7376,7837,6730,5554
35,2422,2468,1181,1010,1685,2952
36,3592,6203,7244,7776,6668,5279
37,2498,2531,1298,1073,1848,3244
38,3435,6105,7187,7787,6457,5150
39,2400,2710,1373,1069,1963,3403
40,3329,5959,7111,7785,6261,4848
41,2500,2875,1469,1074,2149,3633
42,3250,5687,6990,7766,6101,4635
43,2501,3009,1548,1110,2279,3851
44,3326,5577,6921,7695,5976,4511
45,2511,3084,1625,1112,2420,4001
46,3319,5440,6787,7694,5751,4291
47,2422,3232,1731,1167,2581,4121
48,3338,5369,6716,7679,5663,4129
49,2497,3301,1822,1237,2788,4396
50,3596,5183,6645,7629,5415,3936
51,2402,3560,1926,1192,2961,4503
52,3765,5146,6499,7661,5295,3677
53,2288,3724,1971,1237,3096,4773
54,3864,4966,6399,7608,5074,3578
55,2305,3832,2068,1245,3287,4843
56,4016,4830,6239,7565,4914,3418
57,2221,3899,2275,1262,3401,5004
58,4304,4629,6251,7574,4778,3377
59,2178,4079,2323,1305,3597,5114
60,4416,4452,6091,7561,4607,3215
61,2074,4289,2473,1251,3841,5240
62,4754,4303,6057,7554,4432,3098
63,2017,4429,2615,1278,4048,5264
64,4983,4270,5891,7539,4237,2974
65,1850,4552,2697,1324,4126,5367
66,5160,4096,5699,7481,4021,2911
67,1923,4676,2854,1317,4406,5398
68,5427,3983,5568,7434,3804,2879
69,1771,4787,2990,1400,4552,5488
70,5616,3851,5529,7485,3688,2866
71,1823,4934,3071,1416,4617,5535
72,5739,3846,5505,7455,3527,2777
73,1686,4974,3121,1465,4895,5561
74,5897,3702,5367,7391,3354,2829
75,1606,5341,2871,1439,4924,4768
76,6157,3327,5525,7397,3397,3550
77,1597,5441,3008,1454,5131,4837
78,6227,3269,5455,7369,3125,3427
79,1603,5409,3084,1455,5304,4905
80,6356,3201,5343,7315,2992,3433
81,1546,5567,3088,1453,5472,4933
82,6319,3145,5276,7333,2878,3350
83,1605,5594,3286,1511,5486,4956
84,6273,3096,5115,7343,2768,3289
85,1623,5635,3379,1579,5677,4926
86,6351,2986,5082,7245,2691,3291
87,1622,5673,3461,1540,5766,5004
88,6251,2943,4977,7289,2558,3319
89,1675,5725,3551,1549,5810,5047
90,6155,2943,4855,7276,2395,3246
91,1683,5726,3663,1617,5975,4995
92,6064,2980,4741,7190,2351,3324
93,1767,5815,3720,1632,6042,5003
94,5904,2935,4630,7166,2217,3250
95,1768,5828,3861,1671,6065,5083
96,5717,2853,4635,7192,2189,3214
97,1847,5834,3998,1640,6278,4993
98,5620,2839,4482,7065,2078,3196
99,1941,5865,4071,1712,6334,4992
100,5391,2790,4411,7094,2033,3202
101,1930,5931,4223,1730,6303,4956
102,5174,2822,4295,7064,1963,3295
103,2075,5883,4165,1755,6401,4967
104,4941,2847,4193,7031,1902,3310
105,2076,5801,4390,1778,6519,4935
106,4809,2775,4095,7062,1812,3327
107,2184,5894,4409,1784,6533,4945
108,4541,2828,3989,7017,1796,3413
109,2221,5788,4514,1822,6564,4879
110,4334,2824,3898,6990,1758,3394
111,2350,5843,4579,1821,6564,4846
112,4279,2811,3826,6988,1779,3445
113,2290,5856,4813,1935,6588,4775
114,4093,2932,3645,6931,1737,3496
115,2357,5802,4840,1798,6580,4693
116,3993,2847,3540,6974,1725,3597
117,2500,5775,4986,1890,6560,4739
118,3809,2939,3455,6932,1720,3670
119,2468,5700,4906,1919,6604,4662
120,3788,3012,3431,6936,1718,3622
121,2533,5603,5037,1971,6577,4545
122,3626,3046,3374,6885,1782,3665
123,2561,5588,5296,2013,6619,4559
124,3559,3109,3298,6878,1709,3717
125,2549,5474,5220,1998,6602,4498
126,3598,3206,3154,6851,1790,3797
127,2565,5481,5268,2022,6566,4409
128,3542,3276,3064,6805,1758,3803
129,2585,5452,5311,1986,6583,4445
130,3541,3162,3071,6717,1845,3941
131,2562,5351,5556,1966,6517,4404
132,3688,3323,2952,6725,1885,3963
133,2567,5302,5582,2131,6444,4328
134,3811,3540,2851,6714,1987,4020
135,2585,5162,5578,2129,6331,4243
136,3918,3615,2864,6700,1998,4013
137,2550,5099,5660,2147,6327,4287
138,3951,3607,2751,6720,2055,3995
139,2498,4983,5655,2172,6226,4216
140,3991,3760,2734,6619,2115,4170
141,2430,5000,5790,2186,6214,4202
142,4112,3866,2777,6593,2205,4161
143,2371,4835,5819,2242,6094,4077
144,4283,3956,2614,6535,2253,4142
145,2350,4758,5907,2298,6071,4079
146,4333,4018,2616,6591,2342,4250
147,2377,4582,5918,2172,5925,4020
148,4537,4017,2594,6495,2407,4180
149,2297,4602,5942,2277,5859,4071
150,4554,4067,2836,6522,2477,5541
151,2307,4591,5662,2345,5874,2811
152,4701,4159,2748,6453,2572,5552
153,2295,4487,5735,2345,5655,2827
154,4872,4115,2661,6481,2653,5486
155,2236,4403,5690,2348,5764,2830
156,4800,4259,2671,6433,2664,5440
157,2287,4351,5802,2361,5586,2972
158,4932,4388,2678,6449,2805,5452
159,2248,4252,5727,2377,5508,2911
160,5051,4483,2628,6448,2832,5384
161,2246,4176,5752,2519,5431,3026
162,5189,4516,2719,6393,2966,5283
163,2248,4118,5660,2482,5284,3038
164,5122,4644,2680,6368,3005,5302
165,2221,4004,5776,2403,5251,3136
166,5139,4703,2638,6395,3065,5117
167,2186,3965,5835,2476,5189,3143
168,5174,4718,2805,6291,3156,5121
169,2196,3957,5818,2520,5070,3221
170,5165,4696,2643,6343,3245,5055
171,2236,3906,5823,2624,5058,3301
172,5100,4826,2694,6359,3304,5078
173,2288,3806,5782,2547,5009,3306
174,5070,4828,2636,6200,3422,5008
175,2327,3736,5826,2593,4778,3344
176,4976,4937,2713,6261,3489,4955
177,2299,3789,5708,2577,4824,3424
178,4939,4960,2639,6253,3611,4941
179,2271,3648,5757,2564,4711,3517
180,4931,4898,2752,6189,3707,4838
181,2357,3746,5728,2637,4610,3525
182,4808,5012,2705,6160,3807,4781
183,2429,3626,5738,2645,4447,3567
184,4697,4947,2741,6216,3891,4718
185,2488,3585,5849,2680,4304,3613
186,4619,5023,2751,6156,3921,4665
187,2490,3592,5695,2693,4339,3658
188,4529,4994,2774,6171,4016,4651
189,2395,3683,5717,2733,4176,3765
190,4426,5077,2694,6019,4119,4584
191,2594,3581,5661,2745,4088,3655
192,4282,5088,2847,6127,4159,4622
193,2616,3574,5686,2798,3929,3743
194,4190,5045,2834,6031,4335,4559
195,2556,3587,5644,2900,3965,3761
196,4111,5082,2784,5982,4298,4596
197,2667,3575,5648,2890,3867,3798
198,4079,5130,2933,6045,4434,4497
199,2663,3603,5596,2913,3837,3812
200,3938,5056,2835,6014,4477,4468
201,2776,3575,5527,2793,3833,3880
202,3838,4958,2971,5971,4528,4425
203,2724,3703,5529,2846,3784,3801
204,3927,4994,2927,5936,4471,4371
205,2750,3652,5592,2907,3648,3850
206,3848,5045,2993,5992,4499,4353
207,2854,3460,5489,2908,3594,3960
208,3750,4986,3018,5899,4589,4319
209,2844,3589,5463,2958,3643,3964
210,3763,5024,3022,5809,4690,4415
211,2851,3630,5356,2983,3560,3935
212,3765,5035,3116,5868,4766,4375
213,2860,3677,5359,3004,3523,4010
214,3788,4978,3194,5776,4758,4335
215,2840,3712,5359,2990,3425,3939
216,3806,4908,3146,5808,4846,4364
217,2801,3711,5340,3100,3441,4048
218,3868,4956,3273,5859,4832,4326
219,2812,3835,5201,3017,3407,3973
220,3812,4920,3204,5661,4834,4257
221,2802,3796,5238,3143,3432,3966
222,3856,4848,3298,5763,4907,4319
223,2881,3822,5161,3126,3406,3984
224,3871,4768,3414,5744,4933,4271
225,2798,4169,5098,3160,2822,4448
226,3910,4601,3249,5684,5479,3770
227,2817,4180,5145,3200,2848,4490
228,3979,4603,3393,5652,5564,3882
229,2810,4118,5068,3257,2739,4461
230,4030,4514,3407,5633,5619,3919
231,2787,4107,5057,3240,2815,4394
232,4045,4527,3411,5580,5525,3931
233,2751,4119,4926,3308,2669,4439
234,4110,4549,3470,5546,5603,4034
235,2768,4158,4992,3290,2683,4444
236,4183,4555,3479,5541,5624,3917
237,2798,4126,4916,3294,2653,4421
238,4169,4430,3591,5537,5664,3986
239,2698,4047,4872,3325,2564,4304
240,4226,4560,3577,5503,5723,4046
241,2755,4093,4855,3244,2595,4336
242,4223,4506,3585,5530,5729,4101
243,2695,4083,4748,3256,2592,4346
244,4218,4564,3736,5553,5713,4071
245,2705,4187,4670,3357,2603,4176
246,4282,4555,3756,5561,5719,4108
247,2805,4086,4634,3420,2466,4237
248,4266,4558,3806,5540,5736,4130
249,2713,4179,4640,3388,2565,4240
250,4250,4544,3805,5379,5794,4111
251,2754,4151,4527,3439,2565,4240
252,4344,4555,3785,5415,5616,4115
253,2794,4110,4579,3370,2640,4233
254,4248,4602,3873,5450,5745,4170
255,2748,4164,4596,3470,2553,4274
256,4199,4576,3915,5399,5684,4130
257,2820,4147,4570,3559,2664,4229
258,4193,4506,4016,5364,5640,4237
259,2808,4227,4481,3523,2656,4245
260,4259,4541,4071,5366,5683,4152
261,2794,4124,4502,3458,2603,4157
262,4186,4505,3956,5275,5618,4178
263,2829,4271,4451,3507,2576,4201
264,4124,4478,4003,5264,5610,4108
265,2812,4211,4476,3534,2636,4217
266,4101,4541,4038,5220,5499,4111
267,2807,4250,4361,3658,2733,4206
268,4023,4530,4085,5219,5506,4116
269,2887,4224,4402,3561,2746,4135
270,3951,4438,4178,5223,5540,4228
271,2760,4202,4318,3654,2844,4163
272,4010,4429,4084,5193,5412,4211
273,2876,4286,4200,3649,2891,4110
274,3961,4419,4140,5129,5435,4226
275,2888,4235,4255,3745,2905,4116
276,3925,4443,4176,5180,5398,4210
277,2854,4271,4261,3651,2965,4185
278,3909,4503,4194,5139,5303,4258
279,2957,4206,4247,3610,2997,4184
280,3908,4398,4265,5127,5317,4222
281,2981,4204,4221,3611,3078,4153
282,3771,4449,4263,5092,5194,4179
283,2977,4168,4162,3675,3104,4216
284,3708,4452,4252,5146,5191,4132
285,2998,4225,4237,3776,3139,4204
286,3764,4392,4302,5066,5084,4168
287,2980,4286,4269,3821,3209,4186
288,3695,4383,4305,5075,5007,4220
289,3093,4308,4069,3808,3219,4323
290,3712,4402,4300,5021,5027,4214
291,2995,4302,4082,3735,3308,4182
292,3658,4343,4298,4967,4894,4159
293,3058,4294,4053,3884,3382,4253
294,3701,4422,4343,5072,4926,4163
295,3107,4294,4086,3867,3537,4242
296,3637,4437,4328,4971,4752,4055
297,3058,4234,4055,3820,3541,4168
298,3691,4347,4388,4947,4715,4131
299,3100,4300,4120,3798,3623,4316
